quant,bits,group,rb,rc,rdt,layer_mode,ppl
fake,4,64,8,12,40,mid,16.2498
fake,4,64,8,8,160,all,31.8611
fake,4,64,8,8,160,mid,16.0400
fake,4,64,8,8,120,all,32.9269
fake,4,64,8,8,120,mid,16.1644
fake,4,64,8,8,80,all,35.6614
fake,4,64,8,8,80,mid,16.4202
fake,4,64,8,8,40,all,41.4344
fake,4,64,8,8,40,mid,17.2464
fake,4,128,16,16,160,all,12.4884
fake,4,128,16,16,160,mid,12.4521
fake,4,128,16,16,120,all,12.8042
fake,4,128,16,16,120,mid,12.5367
fake,4,128,16,16,80,all,13.3332
fake,4,128,16,16,80,mid,12.6287
fake,4,128,16,16,40,all,14.6413
fake,4,128,16,16,40,mid,13.0372
fake,4,128,16,12,160,all,14.4683
fake,4,128,16,12,160,mid,13.4639
fake,4,128,16,12,120,all,15.0334
fake,4,128,16,12,120,mid,13.5448
fake,4,128,16,12,80,all,15.6508
fake,4,128,16,12,80,mid,13.7212
fake,4,128,16,12,40,all,17.5561
fake,4,128,16,12,40,mid,14.2861
fake,4,128,16,8,160,all,17.7236
fake,4,128,16,8,160,mid,14.6693
fake,4,128,16,8,120,all,18.5730
fake,4,128,16,8,120,mid,14.7622
fake,4,128,16,8,80,all,19.3432
fake,4,128,16,8,80,mid,14.9925
fake,4,128,16,8,40,all,22.1012
fake,4,128,16,8,40,mid,15.7775
fake,4,128,12,16,160,all,13.2359
fake,4,128,12,16,160,mid,12.7625
fake,4,128,12,16,120,all,13.6461
fake,4,128,12,16,120,mid,12.8443
fake,4,128,12,16,80,all,14.1655
fake,4,128,12,16,80,mid,12.9709
fake,4,128,12,16,40,all,15.6562
fake,4,128,12,16,40,mid,13.4787
fake,4,128,12,12,160,all,16.4643
fake,4,128,12,12,160,mid,13.8620
fake,4,128,12,12,120,all,17.2023
fake,4,128,12,12,120,mid,13.9641
fake,4,128,12,12,80,all,17.7619
fake,4,128,12,12,80,mid,14.1275
fake,4,128,12,12,40,all,20.2739
fake,4,128,12,12,40,mid,14.7587
fake,4,128,12,8,160,all,21.7656
fake,4,128,12,8,160,mid,15.0275
fake,4,128,12,8,120,all,22.9305
fake,4,128,12,8,120,mid,15.1748
fake,4,128,12,8,80,all,23.9561
fake,4,128,12,8,80,mid,15.3724
fake,4,128,12,8,40,all,27.7198
fake,4,128,12,8,40,mid,16.1759
fake,4,128,8,16,160,all,15.1735
fake,4,128,8,16,160,mid,13.6023
fake,4,128,8,16,120,all,15.6411
fake,4,128,8,16,120,mid,13.7002
fake,4,128,8,16,80,all,16.4413
fake,4,128,8,16,80,mid,13.8716
fake,4,128,8,16,40,all,18.5823
fake,4,128,8,16,40,mid,14.4792
fake,4,128,8,12,160,all,21.9979
fake,4,128,8,12,160,mid,15.2118
fake,4,128,8,12,120,all,22.9839
fake,4,128,8,12,120,mid,15.3827
fake,4,128,8,12,80,all,24.0908
fake,4,128,8,12,80,mid,15.5660
fake,4,128,8,12,40,all,27.7629
fake,4,128,8,12,40,mid,16.2913
fake,4,128,8,8,160,all,32.0726
fake,4,128,8,8,160,mid,16.0792
fake,4,128,8,8,120,all,33.9263
fake,4,128,8,8,120,mid,16.2284
fake,4,128,8,8,80,all,35.8045
fake,4,128,8,8,80,mid,16.4164
fake,4,128,8,8,40,all,41.8996
fake,4,128,8,8,40,mid,17.2099
