quant,bits,group,rb,rc,rdt,layer_mode,ppl
hadamard,8,128,4,4,160,late,16.4701
hadamard,8,128,4,4,160,early,13.3969
hadamard,8,128,4,4,120,all,58.0822
hadamard,8,128,4,4,120,mid,20.8994
hadamard,8,128,4,4,120,late,16.8719
hadamard,8,128,4,4,120,early,13.3877
hadamard,8,128,4,4,80,all,62.4102
hadamard,8,128,4,4,80,mid,21.0956
hadamard,8,128,4,4,80,late,17.3983
hadamard,8,128,4,4,80,early,13.4324
hadamard,8,128,4,4,40,all,72.3381
hadamard,8,128,4,4,40,mid,21.8042
hadamard,8,128,4,4,40,late,18.5521
hadamard,8,128,4,4,40,early,13.5176
hadamard,8,128,4,4,20,all,88.2552
hadamard,8,128,4,4,20,mid,22.9067
hadamard,8,128,4,4,20,late,19.9224
hadamard,8,128,4,4,20,early,13.6707
hadamard,8,256,16,16,160,all,12.3966
hadamard,8,256,16,16,160,mid,12.3947
hadamard,8,256,16,16,160,late,12.3907
hadamard,8,256,16,16,160,early,12.4041
hadamard,8,256,16,16,120,all,12.6755
hadamard,8,256,16,16,120,mid,12.4643
hadamard,8,256,16,16,120,late,12.6030
hadamard,8,256,16,16,120,early,12.3970
hadamard,8,256,16,16,80,all,13.1563
hadamard,8,256,16,16,80,mid,12.5714
hadamard,8,256,16,16,80,late,12.9541
hadamard,8,256,16,16,80,early,12.3857
hadamard,8,256,16,16,40,all,14.5094
hadamard,8,256,16,16,40,mid,12.9829
hadamard,8,256,16,16,40,late,13.7494
hadamard,8,256,16,16,40,early,12.4079
hadamard,8,256,16,16,20,all,17.4236
hadamard,8,256,16,16,20,mid,14.1206
hadamard,8,256,16,16,20,late,14.8988
hadamard,8,256,16,16,20,early,12.4633
hadamard,8,256,16,12,160,all,14.2277
hadamard,8,256,16,12,160,mid,13.2928
hadamard,8,256,16,12,160,late,12.9091
hadamard,8,256,16,12,160,early,12.4606
hadamard,8,256,16,12,120,all,14.6607
hadamard,8,256,16,12,120,mid,13.3899
hadamard,8,256,16,12,120,late,13.1684
hadamard,8,256,16,12,120,early,12.4672
hadamard,8,256,16,12,80,all,15.2845
hadamard,8,256,16,12,80,mid,13.5590
hadamard,8,256,16,12,80,late,13.5284
hadamard,8,256,16,12,80,early,12.4832
hadamard,8,256,16,12,40,all,17.2484
hadamard,8,256,16,12,40,mid,14.1551
hadamard,8,256,16,12,40,late,14.3924
hadamard,8,256,16,12,40,early,12.5049
hadamard,8,256,16,12,20,all,21.1902
hadamard,8,256,16,12,20,mid,15.5438
hadamard,8,256,16,12,20,late,15.5630
hadamard,8,256,16,12,20,early,12.5629
hadamard,8,256,16,8,160,all,17.3113
hadamard,8,256,16,8,160,mid,14.4639
hadamard,8,256,16,8,160,late,13.3338
hadamard,8,256,16,8,160,early,12.6179
hadamard,8,256,16,8,120,all,17.9798
hadamard,8,256,16,8,120,mid,14.5817
hadamard,8,256,16,8,120,late,13.6383
hadamard,8,256,16,8,120,early,12.6285
hadamard,8,256,16,8,80,all,19.0225
hadamard,8,256,16,8,80,mid,14.8466
hadamard,8,256,16,8,80,late,14.0824
hadamard,8,256,16,8,80,early,12.6392
hadamard,8,256,16,8,40,all,21.7292
hadamard,8,256,16,8,40,mid,15.6770
hadamard,8,256,16,8,40,late,14.9511
hadamard,8,256,16,8,40,early,12.6640
hadamard,8,256,16,8,20,all,27.3224
hadamard,8,256,16,8,20,mid,16.9994
hadamard,8,256,16,8,20,late,16.3897
hadamard,8,256,16,8,20,early,12.7254
hadamard,8,256,16,4,160,all,29.8459
hadamard,8,256,16,4,160,mid,17.2747
hadamard,8,256,16,4,160,late,14.3620
hadamard,8,256,16,4,160,early,12.9467
hadamard,8,256,16,4,120,all,30.7877
hadamard,8,256,16,4,120,mid,17.4751
hadamard,8,256,16,4,120,late,14.7044
hadamard,8,256,16,4,120,early,12.9673
hadamard,8,256,16,4,80,all,32.7673
hadamard,8,256,16,4,80,mid,17.8138
hadamard,8,256,16,4,80,late,15.0959
hadamard,8,256,16,4,80,early,12.9761
hadamard,8,256,16,4,40,all,37.2528
hadamard,8,256,16,4,40,mid,18.5924
hadamard,8,256,16,4,40,late,16.0810
hadamard,8,256,16,4,40,early,13.0356
hadamard,8,256,16,4,20,all,44.6647
hadamard,8,256,16,4,20,mid,19.8790
hadamard,8,256,16,4,20,late,17.4218
hadamard,8,256,16,4,20,early,13.1276
hadamard,8,256,12,16,160,all,13.0770
hadamard,8,256,12,16,160,mid,12.6680
hadamard,8,256,12,16,160,late,12.6490
hadamard,8,256,12,16,160,early,12.4254
hadamard,8,256,12,16,120,all,13.3765
hadamard,8,256,12,16,120,mid,12.7410
hadamard,8,256,12,16,120,late,12.9097
hadamard,8,256,12,16,120,early,12.4273
hadamard,8,256,12,16,80,all,13.9105
hadamard,8,256,12,16,80,mid,12.8649
hadamard,8,256,12,16,80,late,13.2629
hadamard,8,256,12,16,80,early,12.4377
hadamard,8,256,12,16,40,all,15.4453
hadamard,8,256,12,16,40,mid,13.3923
hadamard,8,256,12,16,40,late,14.0906
hadamard,8,256,12,16,40,early,12.4763
hadamard,8,256,12,16,20,all,18.7500
hadamard,8,256,12,16,20,mid,14.6402
hadamard,8,256,12,16,20,late,15.3350
hadamard,8,256,12,16,20,early,12.5250
hadamard,8,256,12,12,160,all,16.1811
hadamard,8,256,12,12,160,mid,13.6976
hadamard,8,256,12,12,160,late,13.2612
hadamard,8,256,12,12,160,early,12.5873
hadamard,8,256,12,12,120,all,16.7580
hadamard,8,256,12,12,120,mid,13.7836
hadamard,8,256,12,12,120,late,13.5317
hadamard,8,256,12,12,120,early,12.6044
hadamard,8,256,12,12,80,all,17.5045
hadamard,8,256,12,12,80,mid,13.9688
hadamard,8,256,12,12,80,late,13.9128
hadamard,8,256,12,12,80,early,12.6117
hadamard,8,256,12,12,40,all,19.8923
hadamard,8,256,12,12,40,mid,14.6468
hadamard,8,256,12,12,40,late,14.7558
hadamard,8,256,12,12,40,early,12.6478
hadamard,8,256,12,12,20,all,24.7596
hadamard,8,256,12,12,20,mid,16.0959
hadamard,8,256,12,12,20,late,15.9907
hadamard,8,256,12,12,20,early,12.7234
hadamard,8,256,12,8,160,all,21.3212
hadamard,8,256,12,8,160,mid,14.8879
hadamard,8,256,12,8,160,late,13.5467
hadamard,8,256,12,8,160,early,12.8031
hadamard,8,256,12,8,120,all,22.2763
hadamard,8,256,12,8,120,mid,15.0180
hadamard,8,256,12,8,120,late,13.8524
hadamard,8,256,12,8,120,early,12.8082
hadamard,8,256,12,8,80,all,23.5682
hadamard,8,256,12,8,80,mid,15.2556
hadamard,8,256,12,8,80,late,14.2558
hadamard,8,256,12,8,80,early,12.8188
hadamard,8,256,12,8,40,all,27.2609
hadamard,8,256,12,8,40,mid,16.1176
hadamard,8,256,12,8,40,late,15.1506
hadamard,8,256,12,8,40,early,12.8850
hadamard,8,256,12,8,20,all,34.6958
hadamard,8,256,12,8,20,mid,17.5106
hadamard,8,256,12,8,20,late,16.6084
hadamard,8,256,12,8,20,early,12.9643
hadamard,8,256,12,4,160,all,34.2013
hadamard,8,256,12,4,160,mid,17.7818
hadamard,8,256,12,4,160,late,14.7416
hadamard,8,256,12,4,160,early,13.1851
hadamard,8,256,12,4,120,all,35.4377
hadamard,8,256,12,4,120,mid,18.0188
hadamard,8,256,12,4,120,late,15.0926
hadamard,8,256,12,4,120,early,13.2091
hadamard,8,256,12,4,80,all,37.6445
hadamard,8,256,12,4,80,mid,18.3602
hadamard,8,256,12,4,80,late,15.4875
hadamard,8,256,12,4,80,early,13.2338
hadamard,8,256,12,4,40,all,42.7062
hadamard,8,256,12,4,40,mid,19.1591
hadamard,8,256,12,4,40,late,16.4986
hadamard,8,256,12,4,40,early,13.2966
hadamard,8,256,12,4,20,all,51.9492
hadamard,8,256,12,4,20,mid,20.4215
hadamard,8,256,12,4,20,late,17.8831
hadamard,8,256,12,4,20,early,13.4193
hadamard,8,256,8,16,160,all,14.8425
hadamard,8,256,8,16,160,mid,13.4356
hadamard,8,256,8,16,160,late,12.9232
hadamard,8,256,8,16,160,early,12.4979
hadamard,8,256,8,16,120,all,15.2666
hadamard,8,256,8,16,120,mid,13.5368
hadamard,8,256,8,16,120,late,13.2242
hadamard,8,256,8,16,120,early,12.4902
hadamard,8,256,8,16,80,all,16.0521
hadamard,8,256,8,16,80,mid,13.7329
hadamard,8,256,8,16,80,late,13.6564
hadamard,8,256,8,16,80,early,12.5125
hadamard,8,256,8,16,40,all,18.3232
hadamard,8,256,8,16,40,mid,14.3775
hadamard,8,256,8,16,40,late,14.5794
hadamard,8,256,8,16,40,early,12.5430
hadamard,8,256,8,16,20,all,23.2477
hadamard,8,256,8,16,20,mid,15.7869
hadamard,8,256,8,16,20,late,15.8391
hadamard,8,256,8,16,20,early,12.6149
hadamard,8,256,8,12,160,all,21.7504
hadamard,8,256,8,12,160,mid,15.0245
hadamard,8,256,8,12,160,late,13.5969
hadamard,8,256,8,12,160,early,12.6800
hadamard,8,256,8,12,120,all,22.6167
hadamard,8,256,8,12,120,mid,15.1398
hadamard,8,256,8,12,120,late,13.9163
hadamard,8,256,8,12,120,early,12.6807
hadamard,8,256,8,12,80,all,23.8782
hadamard,8,256,8,12,80,mid,15.3506
hadamard,8,256,8,12,80,late,14.3458
hadamard,8,256,8,12,80,early,12.7042
hadamard,8,256,8,12,40,all,27.7042
hadamard,8,256,8,12,40,mid,16.1670
hadamard,8,256,8,12,40,late,15.3200
hadamard,8,256,8,12,40,early,12.7478
hadamard,8,256,8,12,20,all,34.7427
hadamard,8,256,8,12,20,mid,17.7076
hadamard,8,256,8,12,20,late,16.5761
hadamard,8,256,8,12,20,early,12.8197
hadamard,8,256,8,8,160,all,31.8757
hadamard,8,256,8,8,160,mid,15.9603
hadamard,8,256,8,8,160,late,13.8679
hadamard,8,256,8,8,160,early,12.8619
hadamard,8,256,8,8,120,all,33.2884
hadamard,8,256,8,8,120,mid,16.0933
hadamard,8,256,8,8,120,late,14.2700
hadamard,8,256,8,8,120,early,12.8617
hadamard,8,256,8,8,80,all,35.7605
hadamard,8,256,8,8,80,mid,16.3714
hadamard,8,256,8,8,80,late,14.7284
hadamard,8,256,8,8,80,early,12.8885
hadamard,8,256,8,8,40,all,41.5297
hadamard,8,256,8,8,40,mid,17.1595
hadamard,8,256,8,8,40,late,15.7001
hadamard,8,256,8,8,40,early,12.9513
hadamard,8,256,8,8,20,all,52.9927
hadamard,8,256,8,8,20,mid,18.6417
hadamard,8,256,8,8,20,late,17.1631
hadamard,8,256,8,8,20,early,13.0439
hadamard,8,256,8,4,160,all,37.6565
hadamard,8,256,8,4,160,mid,18.7662
hadamard,8,256,8,4,160,late,14.8466
hadamard,8,256,8,4,160,early,13.2671
hadamard,8,256,8,4,120,all,39.1714
hadamard,8,256,8,4,120,mid,18.9100
hadamard,8,256,8,4,120,late,15.2453
hadamard,8,256,8,4,120,early,13.2704
hadamard,8,256,8,4,80,all,41.7086
hadamard,8,256,8,4,80,mid,19.1912
hadamard,8,256,8,4,80,late,15.7055
hadamard,8,256,8,4,80,early,13.2921
hadamard,8,256,8,4,40,all,47.8588
hadamard,8,256,8,4,40,mid,19.9052
hadamard,8,256,8,4,40,late,16.8387
hadamard,8,256,8,4,40,early,13.3953
hadamard,8,256,8,4,20,all,58.8681
hadamard,8,256,8,4,20,mid,21.2040
hadamard,8,256,8,4,20,late,18.2517
hadamard,8,256,8,4,20,early,13.5199
hadamard,8,256,4,16,160,all,22.3710
hadamard,8,256,4,16,160,mid,14.9495
hadamard,8,256,4,16,160,late,13.8391
hadamard,8,256,4,16,160,early,12.6752
hadamard,8,256,4,16,120,all,23.3794
hadamard,8,256,4,16,120,mid,15.1194
hadamard,8,256,4,16,120,late,14.1942
hadamard,8,256,4,16,120,early,12.6697
hadamard,8,256,4,16,80,all,25.1470
hadamard,8,256,4,16,80,mid,15.3978
hadamard,8,256,4,16,80,late,14.7316
hadamard,8,256,4,16,80,early,12.7027
hadamard,8,256,4,16,40,all,29.3601
hadamard,8,256,4,16,40,mid,16.1636
hadamard,8,256,4,16,40,late,15.7298
hadamard,8,256,4,16,40,early,12.7576
hadamard,8,256,4,16,20,all,36.9646
hadamard,8,256,4,16,20,mid,17.5482
hadamard,8,256,4,16,20,late,17.0762
hadamard,8,256,4,16,20,early,12.8614
hadamard,8,256,4,12,160,all,35.8715
hadamard,8,256,4,12,160,mid,17.3720
hadamard,8,256,4,12,160,late,15.1315
hadamard,8,256,4,12,160,early,12.9605
hadamard,8,256,4,12,120,all,37.1465
hadamard,8,256,4,12,120,mid,17.5174
hadamard,8,256,4,12,120,late,15.4757
hadamard,8,256,4,12,120,early,12.9690
hadamard,8,256,4,12,80,all,39.3862
hadamard,8,256,4,12,80,mid,17.7532
hadamard,8,256,4,12,80,late,15.9396
hadamard,8,256,4,12,80,early,12.9917
hadamard,8,256,4,12,40,all,45.5420
hadamard,8,256,4,12,40,mid,18.5005
hadamard,8,256,4,12,40,late,16.9049
hadamard,8,256,4,12,40,early,13.0515
hadamard,8,256,4,12,20,all,55.8178
hadamard,8,256,4,12,20,mid,19.8776
hadamard,8,256,4,12,20,late,18.2069
hadamard,8,256,4,12,20,early,13.1528
hadamard,8,256,4,8,160,all,45.4122
hadamard,8,256,4,8,160,mid,18.3387
hadamard,8,256,4,8,160,late,15.1828
hadamard,8,256,4,8,160,early,13.1327
hadamard,8,256,4,8,120,all,47.1691
hadamard,8,256,4,8,120,mid,18.4986
hadamard,8,256,4,8,120,late,15.6189
hadamard,8,256,4,8,120,early,13.1306
hadamard,8,256,4,8,80,all,50.2610
hadamard,8,256,4,8,80,mid,18.7676
hadamard,8,256,4,8,80,late,16.1836
hadamard,8,256,4,8,80,early,13.1697
hadamard,8,256,4,8,40,all,58.1260
hadamard,8,256,4,8,40,mid,19.5318
hadamard,8,256,4,8,40,late,17.2121
hadamard,8,256,4,8,40,early,13.2394
hadamard,8,256,4,8,20,all,72.2983
hadamard,8,256,4,8,20,mid,20.7483
hadamard,8,256,4,8,20,late,18.7471
hadamard,8,256,4,8,20,early,13.3594
hadamard,8,256,4,4,160,all,56.2013
hadamard,8,256,4,4,160,mid,20.7275
hadamard,8,256,4,4,160,late,16.4748
hadamard,8,256,4,4,160,early,13.3973
hadamard,8,256,4,4,120,all,58.1554
hadamard,8,256,4,4,120,mid,20.8872
hadamard,8,256,4,4,120,late,16.8711
hadamard,8,256,4,4,120,early,13.3929
hadamard,8,256,4,4,80,all,62.4002
hadamard,8,256,4,4,80,mid,21.1034
hadamard,8,256,4,4,80,late,17.4140
hadamard,8,256,4,4,80,early,13.4241
hadamard,8,256,4,4,40,all,72.2997
hadamard,8,256,4,4,40,mid,21.8176
hadamard,8,256,4,4,40,late,18.5663
hadamard,8,256,4,4,40,early,13.5064
hadamard,8,256,4,4,20,all,88.1616
hadamard,8,256,4,4,20,mid,22.8742
hadamard,8,256,4,4,20,late,19.9392
hadamard,8,256,4,4,20,early,13.6627
hadamard,4,64,16,16,160,all,12.4159
hadamard,4,64,16,16,160,mid,12.3937
hadamard,4,64,16,16,160,late,12.4073
hadamard,4,64,16,16,160,early,12.3956
hadamard,4,64,16,16,120,all,12.7147
hadamard,4,64,16,16,120,mid,12.4697
hadamard,4,64,16,16,120,late,12.6413
hadamard,4,64,16,16,120,early,12.3988
hadamard,4,64,16,16,80,all,13.1766
hadamard,4,64,16,16,80,mid,12.5878
hadamard,4,64,16,16,80,late,12.9526
hadamard,4,64,16,16,80,early,12.3908
hadamard,4,64,16,16,40,all,14.5257
hadamard,4,64,16,16,40,mid,12.9794
hadamard,4,64,16,16,40,late,13.7392
hadamard,4,64,16,16,40,early,12.4297
hadamard,4,64,16,16,20,all,17.5118
hadamard,4,64,16,16,20,mid,14.0957
hadamard,4,64,16,16,20,late,14.9416
hadamard,4,64,16,16,20,early,12.4772
hadamard,4,64,16,12,160,all,14.3163
hadamard,4,64,16,12,160,mid,13.3128
hadamard,4,64,16,12,160,late,12.9456
hadamard,4,64,16,12,160,early,12.4710
hadamard,4,64,16,12,120,all,14.7047
hadamard,4,64,16,12,120,mid,13.4069
hadamard,4,64,16,12,120,late,13.1927
hadamard,4,64,16,12,120,early,12.4694
hadamard,4,64,16,12,80,all,15.3344
hadamard,4,64,16,12,80,mid,13.5765
hadamard,4,64,16,12,80,late,13.5401
hadamard,4,64,16,12,80,early,12.4673
hadamard,4,64,16,12,40,all,17.2220
hadamard,4,64,16,12,40,mid,14.1481
hadamard,4,64,16,12,40,late,14.3673
hadamard,4,64,16,12,40,early,12.5164
hadamard,4,64,16,12,20,all,21.2637
hadamard,4,64,16,12,20,mid,15.5707
hadamard,4,64,16,12,20,late,15.5884
hadamard,4,64,16,12,20,early,12.5681
hadamard,4,64,16,8,160,all,17.3530
hadamard,4,64,16,8,160,mid,14.4398
hadamard,4,64,16,8,160,late,13.3728
hadamard,4,64,16,8,160,early,12.6093
hadamard,4,64,16,8,120,all,17.8398
hadamard,4,64,16,8,120,mid,14.5754
hadamard,4,64,16,8,120,late,13.6043
hadamard,4,64,16,8,120,early,12.6246
hadamard,4,64,16,8,80,all,19.0869
hadamard,4,64,16,8,80,mid,14.8254
hadamard,4,64,16,8,80,late,14.0920
hadamard,4,64,16,8,80,early,12.6136
hadamard,4,64,16,8,40,all,21.6392
hadamard,4,64,16,8,40,mid,15.6686
hadamard,4,64,16,8,40,late,14.9155
hadamard,4,64,16,8,40,early,12.6711
hadamard,4,64,16,8,20,all,27.3007
hadamard,4,64,16,8,20,mid,16.9891
hadamard,4,64,16,8,20,late,16.3890
hadamard,4,64,16,8,20,early,12.7244
hadamard,4,64,16,4,160,all,30.2395
hadamard,4,64,16,4,160,mid,17.2852
hadamard,4,64,16,4,160,late,14.4175
hadamard,4,64,16,4,160,early,12.9574
hadamard,4,64,16,4,120,all,31.1990
hadamard,4,64,16,4,120,mid,17.5044
hadamard,4,64,16,4,120,late,14.8634
hadamard,4,64,16,4,120,early,12.9540
hadamard,4,64,16,4,80,all,33.0391
hadamard,4,64,16,4,80,mid,17.8452
hadamard,4,64,16,4,80,late,15.0991
hadamard,4,64,16,4,80,early,12.9890
hadamard,4,64,16,4,40,all,37.3926
hadamard,4,64,16,4,40,mid,18.6343
hadamard,4,64,16,4,40,late,16.1318
hadamard,4,64,16,4,40,early,13.0456
hadamard,4,64,16,4,20,all,45.1475
hadamard,4,64,16,4,20,mid,19.8884
hadamard,4,64,16,4,20,late,17.4976
hadamard,4,64,16,4,20,early,13.1478
hadamard,4,64,12,16,160,all,13.1220
hadamard,4,64,12,16,160,mid,12.6810
hadamard,4,64,12,16,160,late,12.6657
hadamard,4,64,12,16,160,early,12.4260
hadamard,4,64,12,16,120,all,13.4374
hadamard,4,64,12,16,120,mid,12.7216
hadamard,4,64,12,16,120,late,12.9503
hadamard,4,64,12,16,120,early,12.4186
hadamard,4,64,12,16,80,all,13.9532
hadamard,4,64,12,16,80,mid,12.8623
hadamard,4,64,12,16,80,late,13.2639
hadamard,4,64,12,16,80,early,12.4450
hadamard,4,64,12,16,40,all,15.4330
hadamard,4,64,12,16,40,mid,13.4162
hadamard,4,64,12,16,40,late,14.1015
hadamard,4,64,12,16,40,early,12.4732
hadamard,4,64,12,16,20,all,18.8177
hadamard,4,64,12,16,20,mid,14.6413
hadamard,4,64,12,16,20,late,15.3639
hadamard,4,64,12,16,20,early,12.5341
hadamard,4,64,12,12,160,all,16.3153
hadamard,4,64,12,12,160,mid,13.7117
hadamard,4,64,12,12,160,late,13.3141
hadamard,4,64,12,12,160,early,12.5913
hadamard,4,64,12,12,120,all,16.8642
hadamard,4,64,12,12,120,mid,13.8068
hadamard,4,64,12,12,120,late,13.5883
hadamard,4,64,12,12,120,early,12.5918
hadamard,4,64,12,12,80,all,17.6587
hadamard,4,64,12,12,80,mid,13.9999
hadamard,4,64,12,12,80,late,13.9227
hadamard,4,64,12,12,80,early,12.5976
hadamard,4,64,12,12,40,all,19.9133
hadamard,4,64,12,12,40,mid,14.6515
hadamard,4,64,12,12,40,late,14.7584
hadamard,4,64,12,12,40,early,12.6520
hadamard,4,64,12,12,20,all,24.8797
hadamard,4,64,12,12,20,mid,16.1197
hadamard,4,64,12,12,20,late,16.0092
hadamard,4,64,12,12,20,early,12.7367
hadamard,4,64,12,8,160,all,21.4365
hadamard,4,64,12,8,160,mid,14.9094
hadamard,4,64,12,8,160,late,13.5926
hadamard,4,64,12,8,160,early,12.8070
hadamard,4,64,12,8,120,all,22.0838
hadamard,4,64,12,8,120,mid,15.0187
hadamard,4,64,12,8,120,late,13.8282
hadamard,4,64,12,8,120,early,12.8091
hadamard,4,64,12,8,80,all,23.7511
hadamard,4,64,12,8,80,mid,15.2953
hadamard,4,64,12,8,80,late,14.3270
hadamard,4,64,12,8,80,early,12.8229
hadamard,4,64,12,8,40,all,27.2834
hadamard,4,64,12,8,40,mid,16.1344
hadamard,4,64,12,8,40,late,15.1572
hadamard,4,64,12,8,40,early,12.8850
hadamard,4,64,12,8,20,all,34.7442
hadamard,4,64,12,8,20,mid,17.5309
hadamard,4,64,12,8,20,late,16.6273
hadamard,4,64,12,8,20,early,12.9702
hadamard,4,64,12,4,160,all,34.5081
hadamard,4,64,12,4,160,mid,17.8586
hadamard,4,64,12,4,160,late,14.7692
hadamard,4,64,12,4,160,early,13.1915
hadamard,4,64,12,4,120,all,35.8156
hadamard,4,64,12,4,120,mid,18.0333
hadamard,4,64,12,4,120,late,15.2340
hadamard,4,64,12,4,120,early,13.2041
hadamard,4,64,12,4,80,all,37.8518
hadamard,4,64,12,4,80,mid,18.3888
hadamard,4,64,12,4,80,late,15.4680
hadamard,4,64,12,4,80,early,13.2256
hadamard,4,64,12,4,40,all,42.8610
hadamard,4,64,12,4,40,mid,19.1900
hadamard,4,64,12,4,40,late,16.4965
hadamard,4,64,12,4,40,early,13.3088
hadamard,4,64,12,4,20,all,52.1521
hadamard,4,64,12,4,20,mid,20.4523
hadamard,4,64,12,4,20,late,17.9316
hadamard,4,64,12,4,20,early,13.4107
hadamard,4,64,8,16,160,all,14.8970
hadamard,4,64,8,16,160,mid,13.4543
hadamard,4,64,8,16,160,late,12.9316
hadamard,4,64,8,16,160,early,12.4978
hadamard,4,64,8,16,120,all,15.2983
hadamard,4,64,8,16,120,mid,13.5512
hadamard,4,64,8,16,120,late,13.2935
hadamard,4,64,8,16,120,early,12.4985
hadamard,4,64,8,16,80,all,16.1148
hadamard,4,64,8,16,80,mid,13.7292
hadamard,4,64,8,16,80,late,13.6496
hadamard,4,64,8,16,80,early,12.5127
hadamard,4,64,8,16,40,all,18.3079
hadamard,4,64,8,16,40,mid,14.3651
hadamard,4,64,8,16,40,late,14.5718
hadamard,4,64,8,16,40,early,12.5486
hadamard,4,64,8,16,20,all,23.3956
hadamard,4,64,8,16,20,mid,15.7949
hadamard,4,64,8,16,20,late,15.8985
hadamard,4,64,8,16,20,early,12.6195
hadamard,4,64,8,12,160,all,21.8834
hadamard,4,64,8,12,160,mid,15.0403
hadamard,4,64,8,12,160,late,13.6252
hadamard,4,64,8,12,160,early,12.6794
hadamard,4,64,8,12,120,all,22.6700
hadamard,4,64,8,12,120,mid,15.1589
hadamard,4,64,8,12,120,late,13.9607
hadamard,4,64,8,12,120,early,12.6775
hadamard,4,64,8,12,80,all,24.0302
hadamard,4,64,8,12,80,mid,15.4021
hadamard,4,64,8,12,80,late,14.3599
hadamard,4,64,8,12,80,early,12.6955
hadamard,4,64,8,12,40,all,27.7964
hadamard,4,64,8,12,40,mid,16.1688
hadamard,4,64,8,12,40,late,15.2880
hadamard,4,64,8,12,40,early,12.7443
hadamard,4,64,8,12,20,all,34.8753
hadamard,4,64,8,12,20,mid,17.7271
hadamard,4,64,8,12,20,late,16.6092
hadamard,4,64,8,12,20,early,12.8202
hadamard,4,64,8,8,160,all,32.1505
hadamard,4,64,8,8,160,mid,15.9678
hadamard,4,64,8,8,160,late,13.8873
hadamard,4,64,8,8,160,early,12.8619
hadamard,4,64,8,8,120,all,32.9216
hadamard,4,64,8,8,120,mid,16.0804
hadamard,4,64,8,8,120,late,14.2046
hadamard,4,64,8,8,120,early,12.8575
hadamard,4,64,8,8,80,all,36.0890
hadamard,4,64,8,8,80,mid,16.3572
hadamard,4,64,8,8,80,late,14.7661
hadamard,4,64,8,8,80,early,12.8815
hadamard,4,64,8,8,40,all,41.5601
hadamard,4,64,8,8,40,mid,17.1860
hadamard,4,64,8,8,40,late,15.6510
hadamard,4,64,8,8,40,early,12.9520
hadamard,4,64,8,8,20,all,53.0799
hadamard,4,64,8,8,20,mid,18.6365
hadamard,4,64,8,8,20,late,17.1658
hadamard,4,64,8,8,20,early,13.0341
hadamard,4,64,8,4,160,all,37.8298
hadamard,4,64,8,4,160,mid,18.7704
hadamard,4,64,8,4,160,late,14.8085
hadamard,4,64,8,4,160,early,13.2574
hadamard,4,64,8,4,120,all,39.5617
hadamard,4,64,8,4,120,mid,18.9108
hadamard,4,64,8,4,120,late,15.3491
hadamard,4,64,8,4,120,early,13.2769
hadamard,4,64,8,4,80,all,41.9636
hadamard,4,64,8,4,80,mid,19.2021
hadamard,4,64,8,4,80,late,15.6600
hadamard,4,64,8,4,80,early,13.2841
hadamard,4,64,8,4,40,all,47.8801
hadamard,4,64,8,4,40,mid,19.9063
hadamard,4,64,8,4,40,late,16.7831
hadamard,4,64,8,4,40,early,13.4010
hadamard,4,64,8,4,20,all,59.0179
hadamard,4,64,8,4,20,mid,21.1546
hadamard,4,64,8,4,20,late,18.2781
hadamard,4,64,8,4,20,early,13.5125
hadamard,4,64,4,16,160,all,22.4420
hadamard,4,64,4,16,160,mid,14.9831
hadamard,4,64,4,16,160,late,13.8064
hadamard,4,64,4,16,160,early,12.6707
hadamard,4,64,4,16,120,all,23.4312
hadamard,4,64,4,16,120,mid,15.1486
hadamard,4,64,4,16,120,late,14.2195
hadamard,4,64,4,16,120,early,12.6750
hadamard,4,64,4,16,80,all,25.3118
hadamard,4,64,4,16,80,mid,15.4501
hadamard,4,64,4,16,80,late,14.7009
hadamard,4,64,4,16,80,early,12.7002
hadamard,4,64,4,16,40,all,29.5121
hadamard,4,64,4,16,40,mid,16.2218
hadamard,4,64,4,16,40,late,15.6674
hadamard,4,64,4,16,40,early,12.7679
hadamard,4,64,4,16,20,all,37.2485
hadamard,4,64,4,16,20,mid,17.5764
hadamard,4,64,4,16,20,late,17.1005
hadamard,4,64,4,16,20,early,12.8469
hadamard,4,64,4,12,160,all,35.7745
hadamard,4,64,4,12,160,mid,17.4081
hadamard,4,64,4,12,160,late,15.1069
hadamard,4,64,4,12,160,early,12.9669
hadamard,4,64,4,12,120,all,36.9891
hadamard,4,64,4,12,120,mid,17.5232
hadamard,4,64,4,12,120,late,15.4755
hadamard,4,64,4,12,120,early,12.9641
hadamard,4,64,4,12,80,all,39.3510
hadamard,4,64,4,12,80,mid,17.7859
hadamard,4,64,4,12,80,late,15.9000
hadamard,4,64,4,12,80,early,12.9894
hadamard,4,64,4,12,40,all,45.3258
hadamard,4,64,4,12,40,mid,18.5082
hadamard,4,64,4,12,40,late,16.8255
hadamard,4,64,4,12,40,early,13.0566
hadamard,4,64,4,12,20,all,55.4857
hadamard,4,64,4,12,20,mid,19.9007
hadamard,4,64,4,12,20,late,18.2194
hadamard,4,64,4,12,20,early,13.1631
hadamard,4,64,4,8,160,all,45.8180
hadamard,4,64,4,8,160,mid,18.3962
hadamard,4,64,4,8,160,late,15.1894
hadamard,4,64,4,8,160,early,13.1337
hadamard,4,64,4,8,120,all,46.6922
hadamard,4,64,4,8,120,mid,18.5115
hadamard,4,64,4,8,120,late,15.5402
hadamard,4,64,4,8,120,early,13.1383
hadamard,4,64,4,8,80,all,50.7747
